,PROMEDIO,ID_CARRERA,ID_ESCUELA
1328,8.5,56,716
1329,7.5,75,772
1330,8.2,30,393
1331,7.2,30,445
1332,9.3,68,331
1333,8.7,1,1251
1334,7.6,62,551
1335,8.7,75,1252
1336,8.4,1,1156
1337,8.2,27,1253
1338,7.4,72,1220
1339,8.7,78,767
1340,9.5,20,767
1341,7.38,1,864
1342,7.5,1,864
1343,8.5,78,1254
1344,8.8,24,727
1345,8.5,68,1255
1346,9.3,68,773
1347,9.1,20,1256
1348,9.0,67,152
1349,8.7,75,1257
1350,7.0,62,1156
1351,8.9,57,494
1352,9.0,20,391
1353,9.3,68,698
1354,8.8,27,716
1355,8.5,33,1214
1356,8.0,24,718
1357,8.4,50,767
1358,8.0,27,1095
1359,8.0,24,1235
1360,8.0,10,773
1361,9.5,7,705
1362,8.45,24,719
1363,8.0,20,764
1364,9.9,68,1092
1365,9.4,27,559
1366,9.22,24,910
1367,8.0,72,1258
1368,9.0,68,669
1369,8.9,33,911
1370,7.5,10,757
1371,8.2,62,730
1372,8.9,68,840
1373,8.2,33,719
1374,7.6,50,723
1375,9.3,33,909
1376,8.44,9,909
1377,9.0,7,913
1378,9.2,1,1143
1379,7.8,33,773
1380,8.49,24,754
1381,8.5,68,1259
1382,8.3,68,900
1383,8.9,20,758
1384,8.3,27,115
1385,9.2,10,765
1386,8.9,75,403
1387,8.42,15,913
1388,7.5,73,394
1389,7.4,33,533
1390,8.0,20,910
1391,8.3,24,388
1392,8.5,68,714
1393,8.0,22,1147
1394,7.8,20,150
1395,7.9,61,512
1396,9.1,1,719
1397,6.6,75,684
1398,9.5,10,497
1399,9.5,1,181
1400,9.7,68,497
1401,8.2,6,1256
1402,8.4,14,766
1403,9.0,7,1260
1404,7.8,1,1253
1405,9.8,50,388
1406,8.46,57,388
1407,8.3,27,1261
1408,9.0,68,87
1409,7.5,27,1235
1410,8.0,49,767
1411,7.6,56,1235
1412,8.3,1,1262
1413,8.5,52,1263
1414,9.6,68,915
1415,8.0,27,833
1416,8.2,68,910
1417,8.5,30,144
1418,8.0,68,525
1419,8.7,75,1235
1420,8.0,18,1235
1421,7.6,1,407
1422,8.5,68,144
1423,8.9,68,89
1424,8.0,20,773
1425,7.9,10,719
1426,9.4,24,716
1427,8.8,52,644
1428,8.0,41,1264
1429,9.6,75,426
1430,9.6,24,426
1431,8.3,33,1019
1432,9.3,68,716
1433,8.4,24,910
1434,8.0,1,767
1435,8.3,68,1235
1436,8.4,58,331
1437,9.0,68,181
1438,8.2,41,530
1439,9.87,68,433
1440,8.5,7,1265
1441,7.5,7,773
1442,9.0,68,413
1443,9.0,68,909
1444,8.7,22,719
1445,8.4,68,909
1446,7.5,7,756
1447,9.0,15,1266
1448,8.5,68,909
1449,8.0,19,767
1450,8.5,77,669
1451,9.4,41,915
1452,9.2,10,1117
1453,8.0,68,915
1454,8.0,43,533
1455,7.9,24,489
1456,8.0,68,1034
1457,8.5,68,1160
1458,7.5,9,767
1459,8.5,6,516
1460,7.5,18,529
1461,9.4,7,72
1462,8.8,62,512
1463,8.9,68,790
1464,8.8,24,764
1465,9.0,68,669
1466,9.9,15,866
1467,7.2,10,1143
1468,7.0,68,288
1469,7.5,24,1178
1470,9.5,7,768
1471,9.4,20,721
1472,8.0,18,1235
1473,8.0,18,778
1474,9.3,52,1143
1475,9.0,7,767
1476,8.1,68,745
1477,8.5,7,1235
1478,8.2,18,524
1479,8.5,27,683
1480,7.9,24,913
1481,7.6,65,836
1482,9.7,68,909
1483,9.6,68,909
1484,9.0,77,727
1485,9.5,68,755
1486,9.7,27,755
1487,7.8,57,753
1488,9.6,20,755
1489,9.3,75,459
1490,9.7,7,476
1491,9.5,68,476
1492,8.7,15,1267
1493,9.5,24,476
1494,8.0,1,915
1495,9.2,68,1268
1496,8.7,77,1066
1497,8.9,68,1269
1498,9.0,41,415
1499,9.0,33,1270
1500,8.9,15,684
1501,8.7,56,415
1502,9.0,15,684
1503,9.3,68,767
1504,7.4,64,767
1505,7.5,62,767
1506,8.9,27,910
1507,7.0,24,753
1508,8.0,7,753
1509,9.3,68,1160
1510,9.0,58,1235
1511,7.0,22,732
1512,8.5,84,470
1513,9.8,52,1143
1514,9.0,41,719
1515,8.5,18,719
1516,8.2,18,719
1517,8.9,68,719
1518,7.4,1,144
1519,8.4,30,144
1520,8.7,78,747
1521,7.5,71,730
1522,8.2,20,256
1523,8.5,41,1271
1524,8.9,18,773
1525,8.0,68,773
1526,8.2,24,495
1527,7.8,17,1231
1528,8.8,17,1272
1529,8.1,7,730
1530,8.0,7,507
1531,7.6,27,1273
1532,8.0,1,719
1533,8.8,33,719
1534,9.6,12,773
1535,8.0,7,718
1536,8.9,7,718
1537,8.5,67,487
1538,8.0,68,436
1539,8.5,27,1114
1540,8.5,18,188
1541,9.1,24,766
1542,8.1,20,753
1543,9.0,84,426
1544,8.0,7,524
1545,8.4,15,915
1546,9.6,1,773
1547,8.1,20,698
1548,8.5,68,910
1549,9.6,24,1127
1550,8.0,18,833
1551,8.0,24,833
1552,8.0,68,723
1553,8.5,75,910
1554,9.0,24,523
1555,8.7,16,911
1556,8.3,52,79
1557,9.3,68,644
1558,8.5,1,698
1559,9.4,67,78
1560,9.5,17,669
1561,8.5,7,669
1562,8.7,77,669
1563,8.6,1,909
1564,8.3,32,669
1565,9.1,78,1095
1566,8.2,10,1095
1567,8.5,62,683
1568,9.8,67,1235
1569,9.3,68,911
1570,8.5,7,430
1571,8.5,10,755
1572,7.4,67,755
1573,8.5,24,755
1574,8.9,55,723
1575,8.5,62,571
1576,8.5,15,21
1577,8.7,18,909
1578,8.9,12,909
1579,8.7,33,910
1580,8.0,10,765
1581,7.3,7,755
1582,8.3,17,181
1583,8.3,24,757
1584,8.0,7,909
1585,8.1,56,909
1586,9.95,68,1274
1587,9.1,15,915
1588,8.7,75,684
1589,7.7,50,755
1590,9.4,1,1235
1591,8.5,33,466
1592,8.0,77,698
1593,8.3,68,388
1594,7.9,10,1235
1595,9.0,33,1032
1596,9.8,10,764
1597,9.48,78,915
1598,8.2,78,915
1599,9.4,77,1275
1600,8.5,33,753
1601,9.5,1,525
1602,7.2,77,742
1603,8.5,72,837
1604,7.4,78,496
1605,8.5,62,226
1606,8.5,33,1238
1607,8.8,77,764
1608,8.5,1,915
1609,8.11,15,909
1610,8.3,75,1276
1611,8.4,7,716
1612,8.5,75,415
1613,8.5,7,388
1614,8.7,15,393
1615,8.0,24,1277
1616,7.4,15,1030
1617,8.3,76,773
1618,8.3,27,504
1619,8.0,68,144
1620,7.4,75,773
1621,7.6,7,773
1622,8.9,32,730
1623,9.3,24,533
1624,8.0,27,773
1625,9.0,69,50
1626,9.0,68,1109
1627,7.9,24,1163
1628,9.3,38,836
1629,9.3,33,774
1630,8.7,68,1278
1631,7.89,20,909
1632,7.9,7,730
1633,8.7,15,698
1634,8.5,68,1127
1635,9.0,24,1143
1636,8.0,10,697
1637,8.0,33,915
1638,8.7,1,388
1639,8.4,15,911
1640,8.0,15,719
1641,7.1,15,719
1642,7.5,67,719
1643,9.5,75,496
1644,8.3,10,494
1645,8.9,58,415
1646,8.0,75,415
1647,8.7,20,181
1648,8.1,24,181
1649,8.0,73,415
1650,8.5,33,444
1651,7.7,68,718
1652,8.5,78,698
1653,8.59,33,1097
1654,8.0,56,221
1655,8.3,52,1279
1656,8.2,56,758
1657,8.0,17,718
1658,8.5,10,1021
1659,8.5,30,915
1660,9.1,68,716
1661,8.7,33,533
1662,7.2,27,753
1663,8.0,10,767
1664,9.0,27,435
1665,8.3,77,675
1666,7.7,56,676
1667,8.1,7,719
1668,8.8,18,719
1669,8.0,1,719
1670,8.7,68,840
1671,9.3,33,801
1672,8.8,15,1160
1673,9.0,77,669
1674,9.0,77,669
1675,8.2,7,773
1676,7.9,68,719
1677,8.7,24,719
1678,8.0,10,144
1679,8.5,18,545
1680,8.9,50,144
1681,9.1,18,545
1682,8.3,77,646
1683,8.3,68,915
1684,9.7,51,1235
1685,9.5,75,778
1686,8.0,67,480
1687,8.8,57,1235
1688,9.1,1,909
1689,8.3,78,1244
1690,8.5,1,1245
1691,9.4,68,1033
1692,8.5,75,1244
1693,8.2,56,1159
1694,8.0,18,719
1695,8.3,52,716
1696,8.0,27,553
1697,8.0,24,388
1698,9.7,7,757
1699,8.6,68,753
1700,7.5,24,434
1701,7.9,56,770
1702,7.7,20,719
1703,8.0,24,773
1704,8.1,75,773
1705,8.4,10,85
1706,8.2,67,85
1707,8.5,20,192
1708,8.9,68,84
1709,8.8,68,861
1710,8.9,68,698
1711,9.87,57,1173
1712,8.2,68,914
1713,8.5,20,1230
1714,8.9,13,684
1715,8.1,17,512
1716,8.7,1,144
1717,9.1,18,773
1718,7.5,24,716
1719,9.0,68,1073
1720,9.3,68,1160
1721,8.5,75,658
1722,7.6,76,512
1723,8.4,31,719
1724,9.9,41,842
1725,8.5,17,438
1726,9.7,68,833
1727,8.5,1,438
1728,8.8,68,719
1729,9.1,17,719
1730,9.3,75,719
1731,9.0,56,524
1732,7.8,51,263
1733,9.3,27,683
1734,9.4,56,683
1735,8.5,33,226
1736,9.8,24,694
1737,8.9,75,181
1738,9.4,68,464
1739,8.7,24,724
1740,8.5,33,433
1741,8.9,24,915
1742,9.2,18,1280
1743,9.1,56,530
1744,8.4,18,226
1745,8.5,31,909
1746,9.3,77,718
1747,7.1,1,1196
1748,9.2,68,1273
1749,8.5,68,1281
1750,8.5,72,437
1751,8.7,24,773
1752,8.7,68,412
1753,9.5,10,913
1754,8.5,75,719
1755,6.7,1,1137
1756,8.5,68,719
1757,8.1,75,540
1758,8.8,67,374
1759,10.0,39,1173
1760,9.6,39,1170
1761,9.9,68,1282
1762,7.4,75,533
1763,8.16,61,909
1764,8.6,68,719
1765,8.4,15,1142
1766,8.1,62,946
1767,9.6,67,393
1768,9.0,68,911
1769,9.25,78,807
1770,9.2,1,1149
1771,8.4,78,807
1772,8.0,52,567
1773,8.1,18,795
1774,9.7,56,1214
1775,8.0,56,1214
1776,7.8,10,753
1777,9.9,77,712
1778,8.0,68,1095
1779,7.8,68,1259
1780,8.6,75,1282
1781,7.5,20,415
1782,8.4,7,407
1783,8.7,33,502
1784,8.9,67,754
1785,8.5,10,418
1786,9.0,30,669
1787,9.6,20,669
1788,8.4,68,840
1789,9.0,68,755
1790,9.5,7,913
1791,9.5,24,253
1792,9.0,24,910
1793,8.0,24,772
1794,9.3,68,910
1795,8.3,1,765
1796,8.6,24,719
1797,9.4,68,1073
1798,7.5,41,426
1799,9.0,7,144
1800,7.8,41,85
1801,8.4,27,1283
1802,8.0,75,753
1803,8.2,31,753
1804,8.0,72,1234
1805,8.2,10,915
1806,8.5,68,1066
1807,7.6,1,151
1808,8.0,52,773
1809,8.5,50,754
1810,9.6,68,1284
1811,8.4,68,144
1812,8.5,67,188
1813,9.6,39,464
1814,8.0,24,1235
1815,8.0,18,1285
1816,8.6,15,764
1817,8.7,18,1273
1818,8.9,7,755
1819,7.6,22,683
1820,9.9,68,721
1821,8.3,18,1286
1822,8.0,6,767
1823,8.0,57,836
1824,9.5,24,415
1825,9.7,10,767
1826,8.9,41,1287
1827,8.9,24,911
1828,9.3,33,711
1829,8.0,24,512
1830,8.9,78,78
1831,8.4,24,712
1832,8.2,43,719
1833,8.4,10,487
1834,8.6,17,1214
1835,8.0,1,767
1836,8.1,33,464
1837,8.5,18,727
1838,7.92,1,913
1839,9.6,17,83
1840,7.0,52,153
1841,7.6,7,189
1842,8.7,1,1288
1843,8.0,24,730
1844,8.0,18,730
1845,8.6,68,698
1846,8.3,77,698
1847,9.0,20,910
1848,7.3,57,512
1849,9.0,27,913
1850,8.3,68,78
1851,8.7,77,719
1852,8.0,68,809
1853,8.3,20,754
1854,9.0,68,803
1855,9.0,77,767
1856,8.5,68,429
1857,7.0,78,512
1858,8.0,62,836
1859,8.8,15,745
1860,8.2,10,811
1861,7.0,68,309
1862,8.7,27,1095
1863,9.1,19,1143
1864,8.2,31,457
1865,8.8,71,913
1866,8.5,68,698
1867,8.9,76,144
1868,7.9,41,415
1869,8.6,27,958
1870,9.8,27,1289
1871,8.4,27,759
1872,8.0,13,719
1873,8.4,57,1074
1874,9.6,68,79
1875,8.1,68,79
1876,8.1,68,79
1877,8.2,27,832
1878,8.7,18,1036
1879,8.0,56,329
1880,8.1,17,430
1881,7.7,7,430
1882,8.0,77,646
1883,7.9,32,1290
1884,8.1,1,1291
1885,9.75,7,913
1886,9.3,33,1292
1887,7.8,18,910
1888,7.5,9,221
1889,9.0,17,393
1890,7.6,16,727
1891,8.6,68,1143
1892,8.4,27,755
1893,8.8,62,909
1894,8.5,75,1067
1895,7.6,41,444
1896,9.0,33,459
1897,8.5,27,181
1898,8.2,24,757
1899,8.3,62,742
1900,9.5,75,418
1901,9.8,68,329
1902,9.7,77,329
1903,9.2,15,1211
1904,8.6,62,909
1905,8.1,77,915
1906,8.7,77,915
1907,8.7,68,436
1908,8.0,33,532
1909,8.0,75,524
1910,8.4,24,388
1911,8.5,12,436
1912,8.5,7,773
1913,9.2,68,909
1914,8.0,24,221
1915,8.0,56,909
1916,9.0,68,1160
1917,8.04,17,564
1918,7.9,12,402
1919,7.1,1,385
1920,8.1,77,832
1921,8.3,30,840
1922,8.0,62,683
1923,8.0,76,719
1924,9.0,68,911
1925,8.3,27,910
1926,8.3,10,494
1927,8.2,68,1293
1928,9.0,41,915
1929,8.7,23,692
1930,9.0,68,1294
1931,8.7,68,773
1932,8.3,57,767
1933,8.5,30,915
1934,8.3,71,698
1935,8.1,75,698
1936,8.5,68,698
1937,9.5,52,1295
1938,9.0,62,913
1939,8.0,68,832
1940,8.8,1,832
1941,9.5,24,798
1942,7.7,20,288
1943,8.5,17,1262
1944,8.0,33,737
1945,7.2,75,1296
1946,9.5,41,911
1947,8.3,68,914
1948,9.0,68,714
1949,8.7,33,280
1950,7.5,27,393
1951,8.1,24,1008
1952,9.0,15,716
1953,9.2,68,1160
1954,8.8,18,842
1955,8.9,68,835
1956,8.5,77,835
1957,8.8,62,683
1958,9.0,75,716
1959,7.0,62,683
1960,9.8,24,72
1961,8.4,78,541
1962,9.6,67,413
1963,8.5,77,832
1964,8.4,7,773
1965,8.4,78,541
1966,7.2,6,1297
1967,8.1,20,415
1968,8.0,16,188
1969,9.4,17,188
1970,9.2,56,188
1971,10.0,68,330
1972,8.0,10,1298
1973,7.2,67,388
1974,8.4,68,1299
1975,9.2,27,388
1976,8.77,18,909
1977,8.5,13,767
1978,8.0,67,909
1979,8.5,68,1106
1980,8.9,13,181
1981,8.0,10,1133
1982,8.97,68,1300
1983,8.6,68,909
1984,8.2,7,2
1985,7.6,10,910
1986,8.3,67,181
1987,8.0,62,909
1988,7.6,10,1301
1989,8.5,10,470
1990,9.2,68,655
1991,9.8,68,406
1992,7.9,68,767
1993,8.0,75,753
1994,8.57,9,944
1995,8.93,75,915
1996,9.0,41,677
1997,9.3,58,773
1998,9.0,75,723
1999,7.8,75,719
2000,9.4,68,719
2001,7.4,24,429
2002,9.1,56,835
2003,9.3,67,184
2004,8.5,41,1114
2005,7.0,33,1302
2006,8.9,68,559
2007,8.5,9,718
2008,8.4,20,773
2009,8.5,1,773
2010,8.5,27,773
2011,8.2,10,464
2012,9.1,68,716
2013,8.0,24,716
2014,8.4,20,773
2015,8.2,1,1127
2016,8.0,62,396
2017,7.0,68,1115
2018,8.5,15,866
2019,9.1,52,866
2020,8.7,14,913
2021,8.5,52,767
2022,8.4,33,1032
2023,8.6,68,1092
2024,8.8,56,861
2025,9.0,58,753
2026,9.5,1,716
2027,8.0,67,716
2028,9.4,14,388
2029,8.0,10,719
2030,7.9,27,1105
2031,8.2,10,515
2032,8.2,10,515
2033,8.4,68,730
2034,7.7,68,655
2035,9.4,68,655
2036,8.7,75,773
2037,8.0,32,773
2038,8.5,75,504
2039,9.5,68,670
2040,9.6,24,913
2041,9.0,61,723
2042,8.5,61,723
2043,9.2,1,844
2044,8.4,68,730
2045,8.11,18,909
2046,9.0,7,111
2047,8.5,7,773
2048,7.9,75,910
2049,9.9,68,494
2050,7.8,7,910
2051,9.4,78,689
2052,9.2,68,669
2053,8.5,10,767
2054,8.3,17,723
2055,9.2,36,723
2056,7.6,62,742
2057,9.2,18,755
2058,8.4,56,910
2059,9.3,68,453
2060,8.8,68,911
2061,8.7,58,842
2062,8.1,68,1303
2063,9.0,17,773
2064,9.5,17,773
2065,8.0,78,1146
2066,7.6,33,898
2067,8.0,24,226
2068,9.26,68,915
2069,9.4,68,529
2070,9.0,68,909
2071,8.6,68,698
2072,8.1,18,571
2073,8.5,56,1143
2074,9.0,67,745
2075,9.2,68,588
2076,8.9,65,844
2077,7.5,33,1196
2078,8.0,52,683
2079,7.9,33,1304
2080,8.2,10,1235
2081,9.0,75,1160
2082,8.7,24,730
2083,8.0,7,655
2084,8.9,68,913
2085,8.4,68,388
2086,9.6,68,915
2087,8.0,7,684
2088,9.0,64,1117
2089,8.5,32,753
2090,8.4,56,1287
2091,9.5,20,181
2092,8.5,24,181
2093,8.0,27,415
2094,9.5,10,415
2095,7.5,75,771
2096,8.5,10,913
2097,9.1,10,716
2098,9.3,13,716
2099,9.6,33,1030
2100,8.5,56,1251
2101,9.7,50,1032
2102,9.3,33,85
2103,8.5,56,719
2104,7.9,41,719
2105,8.3,24,1305
2106,9.7,33,85
2107,9.8,24,756
2108,8.3,10,1306
2109,8.6,7,483
2110,8.0,67,915
2111,8.3,24,1097
2112,9.4,18,568
2113,8.9,13,767
2114,8.5,16,723
2115,9.0,68,1307
2116,9.0,51,719
2117,8.5,75,1308
2118,8.5,68,1092
2119,7.8,23,767
2120,7.7,10,1309
2121,8.5,24,742
2122,8.5,68,154
2123,8.9,55,226
2124,8.0,24,801
2125,8.8,41,723
2126,8.0,56,767
2127,10.0,68,1310
2128,9.0,68,1246
2129,8.0,68,1311
2130,9.0,62,1312
2131,8.0,31,669
2132,8.0,67,669
2133,8.0,50,1235
2134,8.0,31,1108
2135,9.6,39,644
2136,8.3,50,669
2137,7.6,24,512
2138,8.0,33,1303
2139,9.0,6,1303
2140,9.0,33,1303
2141,8.5,68,1303
2142,8.5,68,757
2143,8.5,1,798
2144,7.8,7,913
2145,9.1,7,913
2146,8.0,57,773
2147,8.1,10,698
2148,8.6,10,698
2149,8.0,27,1252
2150,9.0,68,1313
2151,8.0,24,415
2152,9.0,24,1049
2153,9.0,33,1027
2154,8.8,15,684
2155,8.5,20,437
2156,7.1,67,414
2157,9.0,68,200
2158,8.0,1,434
2159,9.1,72,910
2160,8.6,68,79
2161,9.2,24,1160
2162,9.0,1,1160
2163,7.0,57,1032
2164,8.4,68,697
2165,8.0,67,637
2166,7.86,49,1314
2167,9.3,7,504
2168,8.5,17,696
2169,9.4,17,1306
2170,9.27,68,915
2171,8.7,68,1315
2172,8.0,7,296
2173,8.5,22,199
2174,8.3,1,1123
2175,8.0,32,288
2176,8.0,6,753
2177,9.4,1,388
2178,8.5,22,719
2179,8.8,68,558
2180,9.2,7,503
2181,7.75,18,909
2182,9.0,66,1316
2183,8.5,68,773
2184,8.3,14,109
2185,8.5,24,819
2186,7.9,51,1196
2187,8.0,10,466
2188,8.8,20,913
2189,9.0,7,723
2190,8.5,24,767
2191,8.0,15,504
2192,8.0,7,415
2193,7.8,31,772
2194,9.5,37,755
2195,8.2,24,558
2196,8.0,1,497
2197,8.9,68,773
2198,9.3,41,913
2199,9.7,41,913
2200,8.9,67,466
2201,8.0,20,683
2202,9.4,24,669
2203,9.5,24,669
2204,9.5,1,669
2205,9.4,24,716
2206,7.8,65,388
2207,8.8,20,288
2208,7.5,56,414
2209,7.8,1,419
2210,8.3,33,837
2211,8.0,17,767
2212,8.6,68,399
2213,9.0,7,816
2214,7.5,16,719
2215,8.0,68,756
2216,8.5,49,1317
2217,9.0,20,773
2218,7.9,51,464
2219,9.0,61,909
2220,7.8,33,709
2221,8.5,33,181
2222,8.68,61,757
2223,8.8,68,723
2224,9.5,77,843
2225,7.5,65,395
2226,8.5,62,1143
2227,8.7,33,909
2228,8.5,7,436
2229,8.0,24,157
2230,8.0,50,1318
2231,9.0,68,1093
2232,8.5,56,524
2233,8.5,56,767
2234,8.0,68,1319
2235,8.0,33,437
2236,7.8,78,752
2237,8.2,68,1160
2238,8.0,33,764
2239,9.6,33,1320
2240,8.5,75,764
2241,8.0,33,516
2242,8.5,68,659
2243,8.5,68,659
2244,8.3,75,457
2245,9.2,33,659
2246,9.0,20,767
2247,9.3,68,659
2248,9.7,77,1321
2249,8.0,50,1196
2250,9.7,15,1322
2251,9.6,68,716
2252,9.1,73,723
2253,8.0,77,719
2254,8.0,33,718
2255,7.7,56,462
2256,8.0,24,910
2257,8.5,68,377
2258,8.0,22,21
2259,8.2,72,330
2260,8.5,27,910
2261,8.8,27,910
2262,9.3,68,225
2263,9.5,68,670
2264,8.5,75,473
2265,9.2,17,913
2266,7.7,56,1033
2267,8.2,68,719
2268,8.3,77,1072
2269,8.0,68,436
2270,8.5,51,436
2271,8.7,37,1259
2272,8.3,24,716
2273,8.88,7,910
2274,8.5,68,483
2275,8.0,10,1160
2276,9.3,24,755
2277,8.0,13,1323
2278,9.1,7,1107
2279,8.7,22,1163
2280,9.7,68,1235
2281,8.8,64,913
2282,8.2,7,1276
2283,9.4,68,915
2284,8.0,68,1143
2285,9.9,12,1235
2286,9.7,31,716
2287,8.0,39,716
2288,8.0,24,773
2289,6.9,20,487
2290,7.5,20,487
2291,9.1,56,487
2292,7.8,20,413
2293,8.6,52,716
2294,8.2,68,1098
2295,8.0,68,476
2296,9.3,20,504
2297,7.5,30,756
2298,8.0,68,68
2299,9.2,68,548
2300,8.0,62,753
2301,8.0,62,753
2302,8.4,41,1324
2303,8.8,33,659
2304,8.9,7,757
2305,9.2,24,646
2306,8.7,68,655
2307,8.5,68,25
2308,9.6,52,723
2309,9.0,75,1143
2310,8.0,7,723
2311,7.5,52,765
2312,8.7,1,655
2313,9.0,68,1137
2314,8.5,67,841
2315,8.5,56,728
2316,9.6,20,684
2317,8.5,33,166
2318,8.0,56,742
2319,8.0,56,742
2320,8.0,24,525
2321,8.0,27,915
2322,8.5,15,755
2323,9.0,68,1117
2324,7.8,50,198
2325,9.0,36,755
2326,8.4,24,508
2327,9.4,68,508
2328,8.0,77,773
2329,9.0,58,1244
2330,8.0,18,1325
2331,8.5,58,646
2332,8.0,1,1326
2333,9.5,7,719
2334,8.0,1,692
2335,8.0,24,755
2336,8.7,27,742
2337,7.9,24,1196
2338,8.3,68,914
2339,8.5,56,1215
2340,8.0,68,659
2341,8.2,62,646
2342,8.5,7,909
2343,8.5,62,646
2344,9.0,24,909
2345,8.0,10,767
2346,7.2,10,730
2347,7.5,57,909
2348,9.7,24,655
2349,8.9,52,453
2350,8.0,18,719
2351,8.5,75,393
2352,8.0,27,754
2353,8.9,68,773
2354,8.2,24,68
2355,9.8,77,759
2356,7.2,15,526
2357,7.1,1,526
2358,8.4,10,580
2359,7.6,64,773
2360,8.0,68,1143
2361,9.3,68,496
2362,8.6,33,716
2363,8.4,52,753
2364,8.2,54,1032
2365,7.7,10,1273
2366,8.2,27,677
2367,9.0,6,647
2368,8.5,24,1237
2369,8.2,67,263
2370,9.2,52,909
2371,9.3,68,1327
2372,8.7,68,1328
2373,8.1,75,436
2374,9.5,27,773
2375,9.1,68,913
2376,8.5,75,1033
2377,8.5,24,719
2378,9.0,1,723
2379,9.2,1,1173
2380,9.0,68,1160
2381,8.5,78,1173
2382,8.0,33,1160
2383,8.3,18,909
2384,8.3,49,909
2385,7.5,20,719
2386,9.0,30,719
2387,8.9,33,436
2388,7.5,10,1329
2389,7.9,68,1059
2390,7.5,52,415
2391,9.5,52,861
2392,8.5,68,1095
2393,8.2,18,415
2394,8.0,50,753
2395,8.5,68,420
2396,8.5,20,742
2397,9.0,20,742
2398,9.8,24,719
2399,7.6,68,766
2400,8.5,18,909
2401,9.4,68,1237
2402,8.0,27,756
2403,9.0,24,373
2404,9.2,18,198
2405,8.0,18,719
2406,8.5,68,551
2407,7.5,10,1112
2408,8.1,27,936
2409,8.3,51,845
2410,9.5,68,867
2411,8.8,75,915
2412,8.5,24,818
2413,8.3,7,835
2414,8.0,10,897
2415,8.0,68,915
2416,8.5,68,719
2417,8.0,10,62
2418,7.5,17,447
2419,8.0,32,1184
2420,9.5,75,754
2421,9.5,7,188
2422,8.0,68,773
2423,8.04,7,1262
2424,9.2,68,108
2425,8.1,51,462
2426,8.2,1,913
2427,8.8,14,494
2428,9.0,27,773
2429,8.5,68,965
2430,8.7,68,1330
2431,8.6,68,965
2432,8.5,22,773
2433,8.6,68,500
2434,8.5,67,189
2435,8.4,68,911
2436,8.2,7,698
2437,8.4,68,1182
2438,7.9,75,1331
2439,8.2,20,263
2440,9.2,57,494
2441,8.6,7,757
2442,8.4,68,1332
2443,8.0,17,917
2444,8.0,24,766
2445,9.5,68,393
2446,8.5,75,1214
2447,8.5,62,1214
2448,9.6,57,393
2449,8.4,77,1333
2450,8.7,58,860
2451,9.4,1,719
2452,8.5,56,745
2453,9.0,78,539
2454,9.38,50,1334
2455,8.1,68,910
2456,9.6,68,913
2457,8.0,68,1335
2458,9.2,67,909
2459,8.0,6,719
2460,9.7,68,913
2461,8.6,68,916
2462,8.0,33,1336
2463,8.0,33,436
2464,8.2,20,719
2465,9.0,52,857
2466,8.9,68,659
2467,9.4,7,841
2468,8.6,33,1032
2469,7.7,27,914
2470,9.3,33,1337
2471,9.5,23,1067
2472,8.7,20,719
2473,9.0,7,677
2474,8.1,24,694
2475,8.8,68,694
2476,9.0,1,755
2477,7.5,52,767
2478,7.8,67,778
2479,7.9,17,778
2480,8.5,20,778
2481,8.6,31,913
2482,7.1,57,414
2483,8.8,1,914
2484,7.2,24,1146
2485,8.0,1,914
2486,8.5,15,1114
2487,81.0,31,915
2488,8.0,1,571
2489,8.4,68,1143
2490,8.2,1,915
2491,8.0,7,755
2492,9.2,37,1143
2493,9.0,52,221
2494,8.3,50,1338
2495,8.0,75,684
2496,8.3,1,915
2497,8.0,67,719
2498,8.5,68,1338
2499,8.3,75,445
2500,8.9,75,399
2501,7.8,56,1339
2502,8.7,7,705
2503,7.9,20,742
2504,8.5,15,1215
2505,9.3,68,911
2506,9.1,15,911
2507,9.56,68,911
2508,7.8,50,1195
2509,7.5,49,767
2510,9.1,72,911
2511,9.1,10,911
2512,9.0,27,910
2513,8.9,75,388
2514,9.3,1,1305
2515,9.5,10,517
2516,8.5,33,1305
2517,8.0,73,698
2518,9.3,57,698
2519,8.5,10,719
2520,8.5,75,393
2521,9.0,68,698
2522,8.2,50,511
2523,8.2,75,742
2524,8.0,57,684
2525,8.1,58,1196
2526,9.0,68,1340
2527,9.42,68,1191
2528,9.1,18,259
2529,8.3,57,430
2530,9.5,57,367
2531,7.9,58,767
2532,8.7,7,181
2533,8.6,68,697
2534,8.0,68,1341
2535,8.44,41,698
2536,9.5,7,1342
2537,8.3,20,710
2538,8.9,31,767
2539,8.9,75,767
2540,9.0,75,767
2541,7.8,20,756
2542,8.2,75,755
2543,9.5,37,550
2544,9.0,64,912
2545,8.2,24,1235
2546,7.6,17,1178
2547,7.2,24,1196
2548,8.0,12,419
2549,9.6,27,1273
2550,8.0,24,914
2551,7.6,84,719
2552,8.5,68,698
2553,8.0,78,719
2554,8.0,68,756
2555,9.3,7,915
2556,9.1,1,915
2557,9.0,24,529
2558,7.0,23,201
2559,7.0,24,529
2560,8.0,7,718
2561,8.0,27,226
2562,9.6,18,697
2563,7.9,7,773
2564,8.0,20,773
2565,8.9,10,421
2566,8.3,1,764
2567,7.5,15,540
2568,8.0,68,677
2569,8.1,15,697
2570,7.8,20,492
2571,9.0,23,571
2572,8.0,58,910
