,ID_ESCUELA,NOMBRE_ESCUELA
1689,1244,COLEGIO NOVOHISPANO
1690,1245,COLEGIO NOVOHISPANO
1691,1033,INST. MEXICANO MADERO UNIDAD ZAVALETA
1692,1244,COLEGIO NOVOHISPANO
1693,1159,ENRIQUE BENITEZ
1694,719,NI¥OS HROES DE CHAPULTEPEC
1695,716,JOS MA. MORELOS Y PAVàN
1696,553,TRINIDAD SµNCHEZ SANTOS
1697,388,BENAVENTE
1698,757,COBAEP PLANTEL 5
1699,753,COBAEP PLANTEL 1
1700,434,COLEGIO MEXICANO
1701,770,COBAEP PLANTEL 18
1702,719,NI¥OS HROES DE CHAPULTEPEC
1703,773,COBAEP PLANTEL 21
1704,773,COBAEP PLANTEL 21
1705,85,INST. ZARAGOZA
1706,85,INST. ZARAGOZA
1707,192,MANUEL ARELLANO ESPINOZA
1708,84,INST. SOR JUANA INS DE LA CRUZ
1709,861,CONALEP PLANTEL NO. 3
1710,698,CBTIS PLANTEL NO. 3
1711,1173,UNIVERSIDAD AUTONOMA DE GUERRERO
1712,914,GRAL. LµZARO CµRDENAS DEL RÖO
1713,1230,INSTITUTO HEREDIA
1714,684,CBTIS PLANTEL NO. 260
1715,512,JOS MARÖA LAFRAGUA
1716,144,COLEGIO BENAVENTE
1717,773,COBAEP PLANTEL 21
1718,716,JOS MA. MORELOS Y PAVàN
1719,1073,INSTITUTO FRAY PEDRO DE GANTE
1720,1160,INSTITUTO MEXICANO MADERO
1721,658,CBTIS PLANTEL NO. 178
1722,512,JOS MARÖA LAFRAGUA
1723,719,NI¥OS HROES DE CHAPULTEPEC
1724,842,COBAT PLANTEL 13
1725,438,COLEGIO OVIEDO SCHONTHAL
1726,833,COBAT PLANTEL 02
1727,438,COLEGIO OVIEDO SCHONTHAL
1728,719,NI¥OS HROES DE CHAPULTEPEC
1729,719,NI¥OS HROES DE CHAPULTEPEC
1730,719,NI¥OS HROES DE CHAPULTEPEC
1731,524,LICEO CARLOS FUENTES
1732,263,INST. DïAMICIS
1733,683,CBTIS PLANTEL NO. 257
1734,683,CBTIS PLANTEL NO. 257
1735,226,HERMANOS SERDAN
1736,694,CBTIS PLANTEL NO. 153
1737,181,HERMANOS SERDAN
1738,464,INST. ALIANZA A.C.
1739,724,PDTE. JUAN N. MNDEZ
1740,433,COLEGIO MARÖA DEL ROSARIO
1741,915,LIC. BENITO JUµREZ GARCÖA
1742,1280,INSTITUTO  TAPACHULA
1743,530,MARIA DEL ROSARIO
1744,226,HERMANOS SERDAN
1745,909,2 DE OCTUBRE DE 1968
1746,718,MANUEL ESPINOSA YGLESIAS
1747,1196,UPAEP
1748,1273,COLEGIO EUROPEO
1749,1281,COBAT 12
1750,437,COLEGIO NACIONAL DE MATEMµTICAS
1751,773,COBAEP PLANTEL 21
1752,412,COLEGIO BRITµNICO WISDOM
1753,913,ENRIQUE CABRERA BARROSO (URBANA)
1754,719,NI¥OS HROES DE CHAPULTEPEC
1755,1137,INST. ORIENTE
1756,719,NI¥OS HROES DE CHAPULTEPEC
1757,540,PACHECO Y HENNING
1758,374,JUAN ESCUTIA
1759,1173,UNIVERSIDAD AUTONOMA DE GUERRERO
1760,1170,PREPARATORIA NO. 31
1761,1282,PREPARATORIA NUM 31 UAG
1762,533,MµXIMO SERDµN
1763,909,2 DE OCTUBRE DE 1968
1764,719,NI¥OS HROES DE CHAPULTEPEC
1765,1142,ESCUELA PREPARATORIA NO. 31
1766,946,PREP. NO 31 UAG
1767,393,CADETE JUAN ESCUTIA
1768,911,EMILIANO ZAPATA SALAZAR
1769,807,COBAEM PLANTEL 3
1770,1149,INSTITUTO ORIENTE
1771,807,COBAEM PLANTEL 3
1772,567,VENUSTIANO CARRANZA
1773,795,COBAEG PLANTEL 1
1774,1214,OCTAVIO PAZ
1775,1214,OCTAVIO PAZ
1776,753,COBAEP PLANTEL 1
1777,712,GRAL. EMILIANO ZAPATA
1778,1095,CENTRO ESCOLAR APARICIO A.C.
1779,1259,LICEO SERDAN
1780,1282,PREPARATORIA NUM 31 UAG
1781,415,COLEGIO CULTURAL A.C. PLANTEL 3
1782,407,COLEGIO ACTIVO MXICO A.C.
1783,502,INST. VEL A.C
1784,754,COBAEP PLANTEL 2
1785,418,COLEGIO ESPARZA
1786,669,CBTIS PLANTEL NO. 76
1787,669,CBTIS PLANTEL NO. 76
1788,840,COBAT PLANTEL 10
1789,755,COBAEP PLANTEL 3
1790,913,ENRIQUE CABRERA BARROSO (URBANA)
1791,253,VICENTE GUERRERO
1792,910,ALFONSO CALDERàN MORENO
1793,772,COBAEP PLANTEL 20
1794,910,ALFONSO CALDERàN MORENO
1795,765,COBAEP PLANTEL 13
1796,719,NI¥OS HROES DE CHAPULTEPEC
1797,1073,INSTITUTO FRAY PEDRO DE GANTE
1798,426,COLEGIO ISABEL LA CATàLICA
1799,144,COLEGIO BENAVENTE
1800,85,INST. ZARAGOZA
1801,1283,PREPARATORIA LA PAZ
1802,753,COBAEP PLANTEL 1
1803,753,COBAEP PLANTEL 1
1804,1234,INSTITUTO ENRIQUE BENITEZ
1805,915,LIC. BENITO JUµREZ GARCÖA
1806,1066,COLEGIO ESPERANZA
1807,151,OCTAVIO PAZ LOZANO
1808,773,COBAEP PLANTEL 21
1809,754,COBAEP PLANTEL 2
1810,1284,INSTITUTO NORMAL QUEVEDO
1811,144,COLEGIO BENAVENTE
1812,188,HROES DE PUEBLA
1813,464,INST. ALIANZA A.C.
1814,1235,APARICIO
1815,1285,UNIVERSIDAD IRLANDES
1816,764,COBAEP PLANTEL 12
1817,1273,COLEGIO EUROPEO
1818,755,COBAEP PLANTEL 3
1819,683,CBTIS PLANTEL NO. 257
1820,721,PDTE. FRANCISCO I. MADERO
1821,1286,COLEGIO DE BACHILLERES DE ESTADO DE MORELOS P4
1822,767,COBAEP PLANTEL 15
1823,836,COBAT PLANTEL 05
1824,415,COLEGIO CULTURAL A.C. PLANTEL 3
1825,767,COBAEP PLANTEL 15
1826,1287,COLEGIO BOLIVAR A.C.
1827,911,EMILIANO ZAPATA SALAZAR
1828,711,ENRIQUE SµNCHEZ PAREDES
1829,512,JOS MARÖA LAFRAGUA
1830,78,INST. FRAY PEDRO DE GANTE
1831,712,GRAL. EMILIANO ZAPATA
1832,719,NI¥OS HROES DE CHAPULTEPEC
1833,487,INST. LA PAZ DE PUEBLA A.C.
1834,1214,OCTAVIO PAZ
1835,767,COBAEP PLANTEL 15
1836,464,INST. ALIANZA A.C.
1837,727,PDTE. LIC. MIGUEL ALEMµN
1838,913,ENRIQUE CABRERA BARROSO (URBANA)
1839,83,INST. SALVADOR ALLENDE
1840,153,ENRIQUE SµNCHEZ PAREDES
1841,189,JOSEFA ORTÖZ DE DOMÖNGUEZ
1842,1288,INSTITUTO TECNOLOGICO ROSEULT
1843,730,PROF. GREGORIO DE GANTE
1844,730,PROF. GREGORIO DE GANTE
1845,698,CBTIS PLANTEL NO. 3
1846,698,CBTIS PLANTEL NO. 3
1847,910,ALFONSO CALDERàN MORENO
1848,512,JOS MARÖA LAFRAGUA
1849,913,ENRIQUE CABRERA BARROSO (URBANA)
1850,78,INST. FRAY PEDRO DE GANTE
1851,719,NI¥OS HROES DE CHAPULTEPEC
1852,809,COBAEM PLANTEL 7
1853,754,COBAEP PLANTEL 2
1854,803,COBAEM PLANTEL 1
1855,767,COBAEP PLANTEL 15
1856,429,COLEGIO LIBERTADORES DE AMRICA
1857,512,JOS MARÖA LAFRAGUA
1858,836,COBAT PLANTEL 05
1859,745,CETIS PLANTEL NO. 67
1860,811,COBAO PLANTEL 1
1861,309,C.P. GILBERTO MARTINEZ GUTIERREZ
1862,1095,CENTRO ESCOLAR APARICIO A.C.
1863,1143,BINE
1864,457,FEDERICA M. BONILLA
1865,913,ENRIQUE CABRERA BARROSO (URBANA)
1866,698,CBTIS PLANTEL NO. 3
1867,144,COLEGIO BENAVENTE
1868,415,COLEGIO CULTURAL A.C. PLANTEL 3
1869,958,CENTRO EDUCATIVO BILINGE TOLLANTZINGO
1870,1289,INST NORMAL ENRIQUE BENITEZ
1871,759,COBAEP PLANTEL 7
1872,719,NI¥OS HROES DE CHAPULTEPEC
1873,1074,INSTITUTO INDEPENDENCIA
1874,79,INST. INDEPENDENCIA
1875,79,INST. INDEPENDENCIA
1876,79,INST. INDEPENDENCIA
1877,832,COBAT PLANTEL 01
1878,1036,INST. NORMAL ENRÖQUEZ BENÖTEZ
1879,329,COLEGIO ESPARZA DE TEPEACA
1880,430,COLEGIO LOYOLA
1881,430,COLEGIO LOYOLA
1882,646,CECYTE PLANTEL 08
1883,1290,COLEGIO BENITO JUAREZ
1884,1291,COBATAB PANTEL 13
1885,913,ENRIQUE CABRERA BARROSO (URBANA)
1886,1292,COBATAB PLANTEL 13
1887,910,ALFONSO CALDERàN MORENO
1888,221,BENITO JUµREZ GARCÖA
1889,393,CADETE JUAN ESCUTIA
1890,727,PDTE. LIC. MIGUEL ALEMµN
1891,1143,BINE
1892,755,COBAEP PLANTEL 3
1893,909,2 DE OCTUBRE DE 1968
1894,1067,COLEGIO NEWTON
1895,444,COMERCIAL INGLESA
1896,459,HERMANOS SERDµN
1897,181,HERMANOS SERDAN
1898,757,COBAEP PLANTEL 5
1899,742,CETIS PLANTEL NO. 104
1900,418,COLEGIO ESPARZA
1901,329,COLEGIO ESPARZA DE TEPEACA
1902,329,COLEGIO ESPARZA DE TEPEACA
1903,1211,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DE
1904,909,2 DE OCTUBRE DE 1968
1905,915,LIC. BENITO JUµREZ GARCÖA
1906,915,LIC. BENITO JUµREZ GARCÖA
1907,436,COLEGIO NACIONAL
1908,532,MARTIN LUTHER KING COLLEGE
1909,524,LICEO CARLOS FUENTES
1910,388,BENAVENTE
1911,436,COLEGIO NACIONAL
1912,773,COBAEP PLANTEL 21
1913,909,2 DE OCTUBRE DE 1968
1914,221,BENITO JUµREZ GARCÖA
1915,909,2 DE OCTUBRE DE 1968
1916,1160,INSTITUTO MEXICANO MADERO
1917,564,UPAEP MIXTO CENTRO
1918,402,CENTRO DE ESTUDIOS INTENSIVOS CEI
1919,385,µNGELES DE PUEBLA
1920,832,COBAT PLANTEL 01
1921,840,COBAT PLANTEL 10
1922,683,CBTIS PLANTEL NO. 257
1923,719,NI¥OS HROES DE CHAPULTEPEC
1924,911,EMILIANO ZAPATA SALAZAR
1925,910,ALFONSO CALDERàN MORENO
1926,494,INST. ORIENTE DE PUEBLA A.C.
1927,1293,ITESM PREPARATORIA CAMPUS PUEBLA
1928,915,LIC. BENITO JUµREZ GARCÖA
1929,692,CBTIS PLANTEL NO. 32
1930,1294,UPAEP PLANTEL CHIAUTEMPAN
1931,773,COBAEP PLANTEL 21
1932,767,COBAEP PLANTEL 15
1933,915,LIC. BENITO JUµREZ GARCÖA
1934,698,CBTIS PLANTEL NO. 3
1935,698,CBTIS PLANTEL NO. 3
1936,698,CBTIS PLANTEL NO. 3
1937,1295,UNIVERSIDA DEL GOLFO DE MEXICO
1938,913,ENRIQUE CABRERA BARROSO (URBANA)
1939,832,COBAT PLANTEL 01
1940,832,COBAT PLANTEL 01
1941,798,COBAEG PLANTEL 21
1942,288,CENTRO DE ESTUDIOS INTENSIVOS CEI
1943,1262,UPAEP PLANTEL SANTIAGO 1
1944,737,CETIS PLANTEL NO. 116
1945,1296,COBATAB 4
1946,911,EMILIANO ZAPATA SALAZAR
1947,914,GRAL. LµZARO CµRDENAS DEL RÖO
1948,714,GRAL. RAFAEL µVILA CAMACHO
1949,280,PROFR. CANDIDO REYES ALEGRE
1950,393,CADETE JUAN ESCUTIA
1951,1008,ANTONIO AUDIRAC
1952,716,JOS MA. MORELOS Y PAVàN
1953,1160,INSTITUTO MEXICANO MADERO
1954,842,COBAT PLANTEL 13
1955,835,COBAT PLANTEL 04
1956,835,COBAT PLANTEL 04
1957,683,CBTIS PLANTEL NO. 257
1958,716,JOS MA. MORELOS Y PAVàN
1959,683,CBTIS PLANTEL NO. 257
1960,72,CENTRO DE ESTUDIOS DE BACHILLERATO LIC.
1961,541,PROFR. ENRIQUE MARTÖNEZ MµRQUEZ
1962,413,COLEGIO CULTURAL A.C. PLANTEL 1
1963,832,COBAT PLANTEL 01
1964,773,COBAEP PLANTEL 21
1965,541,PROFR. ENRIQUE MARTÖNEZ MµRQUEZ
1966,1297,INSTITUTO CALMECAC CEOMEYELLI
1967,415,COLEGIO CULTURAL A.C. PLANTEL 3
1968,188,HROES DE PUEBLA
1969,188,HROES DE PUEBLA
1970,188,HROES DE PUEBLA
1971,330,JUSTO SIERRA
1972,1298,OFICIAL JUSTO SIERRA
1973,388,BENAVENTE
1974,1299,UNIVERSIDAD LATINA DE MEXICO
1975,388,BENAVENTE
1976,909,2 DE OCTUBRE DE 1968
1977,767,COBAEP PLANTEL 15
1978,909,2 DE OCTUBRE DE 1968
1979,1106,INST. CRISTOBAL COLON
1980,181,HERMANOS SERDAN
1981,1133,MARIE CURIE A.C.
1982,1300,COBACH PLANTEL 07
1983,909,2 DE OCTUBRE DE 1968
1984,2,COLEGIO MIGUEL HIDALGO
1985,910,ALFONSO CALDERàN MORENO
1986,181,HERMANOS SERDAN
1987,909,2 DE OCTUBRE DE 1968
1988,1301,GABINETE DE ASESORIA DIDACTICA INTENSIVA
1989,470,INST. CARLOS PEREYRA DE PUEBLA A.C.
1990,655,CBTIS PLANTEL NO. 134
1991,406,CITLALTPETL
1992,767,COBAEP PLANTEL 15
1993,753,COBAEP PLANTEL 1
1994,944,PREP. N. 17
1995,915,LIC. BENITO JUµREZ GARCÖA
1996,677,CBTIS PLANTEL NO. 184
1997,773,COBAEP PLANTEL 21
1998,723,PDTE. GUSTAVO DIAZ ORDAZ
1999,719,NI¥OS HROES DE CHAPULTEPEC
2000,719,NI¥OS HROES DE CHAPULTEPEC
2001,429,COLEGIO LIBERTADORES DE AMRICA
2002,835,COBAT PLANTEL 04
2003,184,JUAN ESCUTIA
2004,1114,"PREP. DE OCCIDENTE DE PUEBLA, A.C."
2005,1302,INSTITUTO DE DESARROLLO EDUCATIVO
2006,559,UNIVERSIDAD DEL VALLE DE PUEBLA
2007,718,MANUEL ESPINOSA YGLESIAS
2008,773,COBAEP PLANTEL 21
2009,773,COBAEP PLANTEL 21
2010,773,COBAEP PLANTEL 21
2011,464,INST. ALIANZA A.C.
2012,716,JOS MA. MORELOS Y PAVàN
2013,716,JOS MA. MORELOS Y PAVàN
2014,773,COBAEP PLANTEL 21
2015,1127,INST. CARLOS PEREYRA
2016,396,CAPITAN CARLOS CAMACHO ESPÖRITU
2017,1115,PREP. DE ORIENTE
2018,866,CONALEP PLANTEL ZACUALPAN
2019,866,CONALEP PLANTEL ZACUALPAN
2020,913,ENRIQUE CABRERA BARROSO (URBANA)
2021,767,COBAEP PLANTEL 15
2022,1032,INST. MEXICANO MADERO U. TOLEDO
2023,1092,TECNOLOGICO DE MONTERREY C C V
2024,861,CONALEP PLANTEL NO. 3
2025,753,COBAEP PLANTEL 1
2026,716,JOS MA. MORELOS Y PAVàN
2027,716,JOS MA. MORELOS Y PAVàN
2028,388,BENAVENTE
2029,719,NI¥OS HROES DE CHAPULTEPEC
2030,1105,INST. ALTAMIRANO A.C.
2031,515,JUAN CRISOSTOMO BONILLA
2032,515,JUAN CRISOSTOMO BONILLA
2033,730,PROF. GREGORIO DE GANTE
2034,655,CBTIS PLANTEL NO. 134
2035,655,CBTIS PLANTEL NO. 134
2036,773,COBAEP PLANTEL 21
2037,773,COBAEP PLANTEL 21
2038,504,INST. WASHINGTON A.C.
2039,670,CBTIS PLANTEL NO. 107
2040,913,ENRIQUE CABRERA BARROSO (URBANA)
2041,723,PDTE. GUSTAVO DIAZ ORDAZ
2042,723,PDTE. GUSTAVO DIAZ ORDAZ
2043,844,COBAT PLANTEL 16
2044,730,PROF. GREGORIO DE GANTE
2045,909,2 DE OCTUBRE DE 1968
2046,111,EMILIANO ZAPATA
2047,773,COBAEP PLANTEL 21
2048,910,ALFONSO CALDERàN MORENO
2049,494,INST. ORIENTE DE PUEBLA A.C.
2050,910,ALFONSO CALDERàN MORENO
2051,689,CBTIS PLANTEL NO. 86
2052,669,CBTIS PLANTEL NO. 76
2053,767,COBAEP PLANTEL 15
2054,723,PDTE. GUSTAVO DIAZ ORDAZ
2055,723,PDTE. GUSTAVO DIAZ ORDAZ
2056,742,CETIS PLANTEL NO. 104
2057,755,COBAEP PLANTEL 3
2058,910,ALFONSO CALDERàN MORENO
2059,453,ESC. DE TRABAJO SOCIAL DE PUEBLA
2060,911,EMILIANO ZAPATA SALAZAR
2061,842,COBAT PLANTEL 13
2062,1303,POR COOPERACIàN CUALAC
2063,773,COBAEP PLANTEL 21
2064,773,COBAEP PLANTEL 21
2065,1146,INSTITUTO ORIENTE
2066,898,PREPARATORIA ABIERTA SEP
2067,226,HERMANOS SERDAN
2068,915,LIC. BENITO JUµREZ GARCÖA
2069,529,LUIS DONALDO COLOSIO MURRIETA
2070,909,2 DE OCTUBRE DE 1968
2071,698,CBTIS PLANTEL NO. 3
2072,571,BENEMRITO INSTITUTO NORMAL DEL ESTADO
2073,1143,BINE
2074,745,CETIS PLANTEL NO. 67
2075,588,CBTA PLANTEL NO. 162
2076,844,COBAT PLANTEL 16
2077,1196,UPAEP
2078,683,CBTIS PLANTEL NO. 257
2079,1304,LIC JOSE IGNACIO MARALES CRUZ
2080,1235,APARICIO
2081,1160,INSTITUTO MEXICANO MADERO
2082,730,PROF. GREGORIO DE GANTE
2083,655,CBTIS PLANTEL NO. 134
2084,913,ENRIQUE CABRERA BARROSO (URBANA)
2085,388,BENAVENTE
2086,915,LIC. BENITO JUµREZ GARCÖA
2087,684,CBTIS PLANTEL NO. 260
2088,1117,RAFAEL LARA GRAJALES
2089,753,COBAEP PLANTEL 1
2090,1287,COLEGIO BOLIVAR A.C.
2091,181,HERMANOS SERDAN
2092,181,HERMANOS SERDAN
2093,415,COLEGIO CULTURAL A.C. PLANTEL 3
2094,415,COLEGIO CULTURAL A.C. PLANTEL 3
2095,771,COBAEP PLANTEL 19
2096,913,ENRIQUE CABRERA BARROSO (URBANA)
2097,716,JOS MA. MORELOS Y PAVàN
2098,716,JOS MA. MORELOS Y PAVàN
2099,1030,INST. ALEJANDRÖA A.C.
2100,1251,CENTRO EDUCATIVO CRUZ AZUL A.C.
2101,1032,INST. MEXICANO MADERO U. TOLEDO
2102,85,INST. ZARAGOZA
2103,719,NI¥OS HROES DE CHAPULTEPEC
2104,719,NI¥OS HROES DE CHAPULTEPEC
2105,1305,RAFAEL LARA GRAJALES
2106,85,INST. ZARAGOZA
2107,756,COBAEP PLANTEL 4
2108,1306,INSTITUTO ZARAGOZA
2109,483,INST. IBERO AMERICANO
2110,915,LIC. BENITO JUµREZ GARCÖA
2111,1097,COLEGIO AMERICANO DE PUEBLA
2112,568,VICENTE LOMBARDO TOLEDANO
2113,767,COBAEP PLANTEL 15
2114,723,PDTE. GUSTAVO DIAZ ORDAZ
2115,1307,INSTITUTO CARLOS GRACIDA Y ASOCIADOS
2116,719,NI¥OS HROES DE CHAPULTEPEC
2117,1308,CNCI
2118,1092,TECNOLOGICO DE MONTERREY C C V
2119,767,COBAEP PLANTEL 15
2120,1309,INSTITUTO ZARAGOZA
2121,742,CETIS PLANTEL NO. 104
2122,154,FRANCISCO I. MADERO
2123,226,HERMANOS SERDAN
2124,801,COBAEG PLANTEL 4
2125,723,PDTE. GUSTAVO DIAZ ORDAZ
2126,767,COBAEP PLANTEL 15
2127,1310,PREPARATORIA 34
2128,1246,BACHILLERATO IGNACIO COMONFORD RIOS
2129,1311,COLEGIO DIOCESANO JOSE ANTONIO
2130,1312,COBAEV PLANTE 46
2131,669,CBTIS PLANTEL NO. 76
2132,669,CBTIS PLANTEL NO. 76
2133,1235,APARICIO
2134,1108,INST. GONZALO GARCIA
2135,644,CECYTE PLANTEL 06
2136,669,CBTIS PLANTEL NO. 76
2137,512,JOS MARÖA LAFRAGUA
2138,1303,POR COOPERACIàN CUALAC
2139,1303,POR COOPERACIàN CUALAC
2140,1303,POR COOPERACIàN CUALAC
2141,1303,POR COOPERACIàN CUALAC
2142,757,COBAEP PLANTEL 5
2143,798,COBAEG PLANTEL 21
2144,913,ENRIQUE CABRERA BARROSO (URBANA)
2145,913,ENRIQUE CABRERA BARROSO (URBANA)
2146,773,COBAEP PLANTEL 21
2147,698,CBTIS PLANTEL NO. 3
2148,698,CBTIS PLANTEL NO. 3
2149,1252,INST. TECNICO DEL GOLFO DE MEXICO
2150,1313,CBTIS PLANTEL 177
2151,415,COLEGIO CULTURAL A.C. PLANTEL 3
2152,1049,PREP. FED. HEROES DEL 5 DE MAYO
2153,1027,HROES DEL 5 DE MAYO
2154,684,CBTIS PLANTEL NO. 260
2155,437,COLEGIO NACIONAL DE MATEMµTICAS
2156,414,COLEGIO CULTURAL A.C. PLANTEL 2
2157,200,QUETZALCOATL
2158,434,COLEGIO MEXICANO
2159,910,ALFONSO CALDERàN MORENO
2160,79,INST. INDEPENDENCIA
2161,1160,INSTITUTO MEXICANO MADERO
2162,1160,INSTITUTO MEXICANO MADERO
2163,1032,INST. MEXICANO MADERO U. TOLEDO
2164,697,CBTIS PLANTEL NO. 212
2165,637,CECYTE PLANTEL MAGDALENA
2166,1314,ITESM CAMPUS HIDALGO
2167,504,INST. WASHINGTON A.C.
2168,696,CBTIS PLANTEL NO. 211
2169,1306,INSTITUTO ZARAGOZA
2170,915,LIC. BENITO JUµREZ GARCÖA
2171,1315,PREPARATORIA FEDERAL POR COOPERACION AMERICA
2172,296,SARA MARÖA BASAVE DE TOXQUI
2173,199,MIGUEL HIDALGO Y COSTILLA
2174,1123,COLEGIO LA PAZ
2175,288,CENTRO DE ESTUDIOS INTENSIVOS CEI
2176,753,COBAEP PLANTEL 1
2177,388,BENAVENTE
2178,719,NI¥OS HROES DE CHAPULTEPEC
2179,558,UNIVERSIDAD DEL VALLE DE MEXICO
2180,503,INST. VIRREY ANTONIO DE MENDOZA
2181,909,2 DE OCTUBRE DE 1968
2182,1316,CBTIS PLANTEL 218
2183,773,COBAEP PLANTEL 21
2184,109,COLEGIO ORIZABA
2185,819,COBAO PLANTEL 7
2186,1196,UPAEP
2187,466,INST. ANGELOPOLITANO A.C.
2188,913,ENRIQUE CABRERA BARROSO (URBANA)
2189,723,PDTE. GUSTAVO DIAZ ORDAZ
2190,767,COBAEP PLANTEL 15
2191,504,INST. WASHINGTON A.C.
2192,415,COLEGIO CULTURAL A.C. PLANTEL 3
2193,772,COBAEP PLANTEL 20
2194,755,COBAEP PLANTEL 3
2195,558,UNIVERSIDAD DEL VALLE DE MEXICO
2196,497,INST. RIEMANN DE MXICO
2197,773,COBAEP PLANTEL 21
2198,913,ENRIQUE CABRERA BARROSO (URBANA)
2199,913,ENRIQUE CABRERA BARROSO (URBANA)
2200,466,INST. ANGELOPOLITANO A.C.
2201,683,CBTIS PLANTEL NO. 257
2202,669,CBTIS PLANTEL NO. 76
2203,669,CBTIS PLANTEL NO. 76
2204,669,CBTIS PLANTEL NO. 76
2205,716,JOS MA. MORELOS Y PAVàN
2206,388,BENAVENTE
2207,288,CENTRO DE ESTUDIOS INTENSIVOS CEI
2208,414,COLEGIO CULTURAL A.C. PLANTEL 2
2209,419,COLEGIO EUROPEO A.C.
2210,837,COBAT PLANTEL 06
2211,767,COBAEP PLANTEL 15
2212,399,CENTRO CULTURAL JALIL GIBRAN
2213,816,COBAO PLANTEL 2
2214,719,NI¥OS HROES DE CHAPULTEPEC
2215,756,COBAEP PLANTEL 4
2216,1317,GUSTAVO DIAZ ORDAZ
2217,773,COBAEP PLANTEL 21
2218,464,INST. ALIANZA A.C.
2219,909,2 DE OCTUBRE DE 1968
2220,709,COMUNITARIO DEL SUR
2221,181,HERMANOS SERDAN
2222,757,COBAEP PLANTEL 5
2223,723,PDTE. GUSTAVO DIAZ ORDAZ
2224,843,COBAT PLANTEL 14
2225,395,CAMPA TLANESI
2226,1143,BINE
2227,909,2 DE OCTUBRE DE 1968
2228,436,COLEGIO NACIONAL
2229,157,ANTONIO GARFIAS
2230,1318,INSTITUTO CARLOS GRACIDA
2231,1093,"AMERICA LIBRE DE ACAJETE, A.C."
2232,524,LICEO CARLOS FUENTES
2233,767,COBAEP PLANTEL 15
2234,1319,JOSE ANTONIO GONZALEZ PE¥A
2235,437,COLEGIO NACIONAL DE MATEMµTICAS
2236,752,CETIS PLANTEL NO. 79
2237,1160,INSTITUTO MEXICANO MADERO
2238,764,COBAEP PLANTEL 12
2239,1320,CONALEP PLANTEL 12
2240,764,COBAEP PLANTEL 12
2241,516,JUAN DE PALAFOX Y MENDOZA
2242,659,CBTIS PLANTEL NO. 56
2243,659,CBTIS PLANTEL NO. 56
2244,457,FEDERICA M. BONILLA
2245,659,CBTIS PLANTEL NO. 56
2246,767,COBAEP PLANTEL 15
2247,659,CBTIS PLANTEL NO. 56
2248,1321,BATAB 6
2249,1196,UPAEP
2250,1322,CENTRO DE BACHILLERES TECNOLOGICO AGROPECUARIO 125
2251,716,JOS MA. MORELOS Y PAVàN
2252,723,PDTE. GUSTAVO DIAZ ORDAZ
2253,719,NI¥OS HROES DE CHAPULTEPEC
2254,718,MANUEL ESPINOSA YGLESIAS
2255,462,IGNACIO ZARAGOZA
2256,910,ALFONSO CALDERàN MORENO
2257,377,PROCERES DE LA SIERRA
2258,21,INST. DE ESTUDIOS TEC. Y SUP.S
2259,330,JUSTO SIERRA
2260,910,ALFONSO CALDERàN MORENO
2261,910,ALFONSO CALDERàN MORENO
2262,225,GUADALUPE VICTORIA
2263,670,CBTIS PLANTEL NO. 107
2264,473,INST. CULTURAL REFORMA
2265,913,ENRIQUE CABRERA BARROSO (URBANA)
2266,1033,INST. MEXICANO MADERO UNIDAD ZAVALETA
2267,719,NI¥OS HROES DE CHAPULTEPEC
2268,1072,INSTITUTO DOMINGO ARENAS
2269,436,COLEGIO NACIONAL
2270,436,COLEGIO NACIONAL
2271,1259,LICEO SERDAN
2272,716,JOS MA. MORELOS Y PAVàN
2273,910,ALFONSO CALDERàN MORENO
2274,483,INST. IBERO AMERICANO
2275,1160,INSTITUTO MEXICANO MADERO
2276,755,COBAEP PLANTEL 3
2277,1323,RUDOLPH DIESEL
2278,1107,INST. CULTURAL DE ORIENTE S.C.
2279,1163,UPAEP
2280,1235,APARICIO
2281,913,ENRIQUE CABRERA BARROSO (URBANA)
2282,1276,PROFR. SALVADOR CARABEZ GONZALEZ
2283,915,LIC. BENITO JUµREZ GARCÖA
2284,1143,BINE
2285,1235,APARICIO
2286,716,JOS MA. MORELOS Y PAVàN
2287,716,JOS MA. MORELOS Y PAVàN
2288,773,COBAEP PLANTEL 21
2289,487,INST. LA PAZ DE PUEBLA A.C.
2290,487,INST. LA PAZ DE PUEBLA A.C.
2291,487,INST. LA PAZ DE PUEBLA A.C.
2292,413,COLEGIO CULTURAL A.C. PLANTEL 1
2293,716,JOS MA. MORELOS Y PAVàN
2294,1098,COLEGIO CENTRAL A.C.
2295,476,INST. DE INVESTIGACIàN Y ENSE¥ANZA IBEROAMERICANA
2296,504,INST. WASHINGTON A.C.
2297,756,COBAEP PLANTEL 4
2298,68,BACHILLERATO UPAEP
2299,548,RICARDO FLORES MAGON
2300,753,COBAEP PLANTEL 1
2301,753,COBAEP PLANTEL 1
2302,1324,COBACH 1
2303,659,CBTIS PLANTEL NO. 56
2304,757,COBAEP PLANTEL 5
2305,646,CECYTE PLANTEL 08
2306,655,CBTIS PLANTEL NO. 134
2307,25,NICOLµS BRAVO
2308,723,PDTE. GUSTAVO DIAZ ORDAZ
2309,1143,BINE
2310,723,PDTE. GUSTAVO DIAZ ORDAZ
2311,765,COBAEP PLANTEL 13
