,ID_ESTADO,NOMBRE_ESTADO,ID_PAIS
5541,21,PUEBLA,1
5542,21,PUEBLA,1
5543,21,PUEBLA,1
5544,30,VERACRUZ DE IGNACIO DE LA LLAVE,1
5545,21,PUEBLA,1
5546,21,PUEBLA,1
5547,29,TLAXCALA,1
5548,29,TLAXCALA,1
5549,21,PUEBLA,1
5550,21,PUEBLA,1
5551,21,PUEBLA,1
5552,21,PUEBLA,1
5553,21,PUEBLA,1
5554,21,PUEBLA,1
5555,29,TLAXCALA,1
5556,21,PUEBLA,1
5557,21,PUEBLA,1
5558,21,PUEBLA,1
5559,21,PUEBLA,1
5560,21,PUEBLA,1
5561,21,PUEBLA,1
5562,21,PUEBLA,1
5563,29,TLAXCALA,1
5564,21,PUEBLA,1
5565,21,PUEBLA,1
5566,21,PUEBLA,1
5567,21,PUEBLA,1
5568,21,PUEBLA,1
5569,21,PUEBLA,1
5570,21,PUEBLA,1
5571,21,PUEBLA,1
5572,21,PUEBLA,1
5573,21,PUEBLA,1
5574,21,PUEBLA,1
5575,21,PUEBLA,1
